"date","location","word","value"
2020-02-26,"Alabama","favorite",2
2020-02-26,"Alabama","free",1
2020-02-27,"Alabama","negative",-2
2020-05-13,"Alabama","ignorance",-2
2020-06-13,"Alabama","incompetent",-2
2020-06-13,"Alabama","impotent",-2
2020-06-13,"Alabama","killed",-3
2020-07-01,"Alabama","blame",-2
2020-07-01,"Alabama","resign",-1
2020-07-01,"Alabama","stop",-1
2020-07-01,"Alabama","killing",-3
2020-07-01,"Alabama","negative",-2
2020-07-01,"Alabama","die",-3
2020-07-01,"Alabama","liar",-3
2020-07-01,"Alabama","carefully",2
2020-07-01,"Alabama","blames",-2
2020-07-09,"Alabama","loving",2
2020-07-09,"Alabama","tender",2
2020-07-09,"Alabama","care",2
2020-07-12,"Alabama","sick",-2
2020-07-12,"Alabama","died",-3
2020-07-12,"Alabama","deceit",-3
2020-07-12,"Alabama","failed",-2
2020-07-12,"Alabama","protect",1
2020-07-12,"Alabama","vulnerable",-2
2020-07-12,"Alabama","hell",-4
2020-07-12,"Alabama","died",-3
2020-07-12,"Alabama","sick",-2
2020-07-12,"Alabama","god",1
2020-07-12,"Alabama","fear",-2
2020-08-14,"Alabama","worry",-3
2020-08-14,"Alabama","effective",2
2020-08-14,"Alabama","save",2
2020-08-14,"Alabama","costly",-2
2020-08-31,"Alabama","opportunity",2
2020-09-17,"Alabama","straight",1
2020-09-17,"Alabama","negative",-2
2020-10-04,"Alabama","negative",-2
2020-10-16,"Alabama","hope",2
2020-10-16,"Alabama","bad",-3
2020-10-16,"Alabama","hope",2
2020-10-16,"Alabama","happiness",3
2020-10-16,"Alabama","exposed",-1
2020-10-16,"Alabama","fear",-2
2020-10-16,"Alabama","fear",-2
2020-03-09,"Alaska","positive",2
2020-03-09,"Alaska","shares",1
2020-04-17,"Alaska","helping",2
2020-04-17,"Alaska","lucky",3
2020-04-17,"Alaska","win",4
2020-04-17,"Alaska","faith",1
2020-04-17,"Alaska","bless",2
2020-06-01,"Alaska","lol",3
2020-06-01,"Alaska","ignore",-1
2020-06-25,"Alaska","insane",-2
2020-09-11,"Alaska","murder",-2
2020-09-11,"Alaska","recommended",2
2020-09-30,"Alaska","helps",2
2020-02-11,"Arizona","loved",3
2020-02-11,"Arizona","demand",-1
2020-02-14,"Arizona","healthy",2
2020-02-14,"Arizona","sick",-2
2020-02-19,"Arizona","disruption",-2
2020-02-19,"Arizona","prepared",1
2020-02-24,"Arizona","huge",1
2020-02-24,"Arizona","top",2
2020-02-24,"Arizona","damn",-4
2020-02-24,"Arizona","fool",-2
2020-02-24,"Arizona","killing",-3
2020-02-24,"Arizona","nonsense",-2
2020-02-24,"Arizona","tears",-2
2020-02-24,"Arizona","cried",-2
2020-02-24,"Arizona","worrying",-3
2020-02-24,"Arizona","protect",1
2020-02-24,"Arizona","abuse",-3
2020-02-29,"Arizona","worthless",-2
2020-02-29,"Arizona","fails",-2
2020-02-29,"Arizona","cut",-1
2020-02-29,"Arizona","growth",2
2020-03-13,"Arizona","safe",1
2020-03-13,"Arizona","join",1
2020-03-13,"Arizona","desperately",-3
2020-03-13,"Arizona","worried",-3
2020-03-13,"Arizona","super",3
2020-03-13,"Arizona","worried",-3
2020-03-13,"Arizona","safe",1
2020-03-13,"Arizona","join",1
2020-03-13,"Arizona","desperately",-3
2020-03-17,"Arizona","free",1
2020-03-18,"Arizona","top",2
2020-03-24,"Arizona","scams",-2
2020-03-27,"Arizona","dead",-3
2020-03-27,"Arizona","lost",-3
2020-03-27,"Arizona","death",-2
2020-03-27,"Arizona","dead",-3
2020-03-27,"Arizona","fight",-1
2020-03-27,"Arizona","dead",-3
2020-03-27,"Arizona","lost",-3
2020-03-29,"Arizona","fool",-2
2020-03-29,"Arizona","care",2
2020-03-29,"Arizona","destroyed",-3
2020-03-29,"Arizona","destroys",-3
2020-03-29,"Arizona","gross",-2
2020-03-29,"Arizona","improve",2
2020-03-29,"Arizona","combat",-1
2020-03-29,"Arizona","failure",-2
2020-03-29,"Arizona","gross",-2
2020-03-29,"Arizona","improve",2
2020-03-29,"Arizona","combat",-1
2020-03-29,"Arizona","failure",-2
2020-04-06,"Arizona","devastate",-2
2020-04-12,"Arizona","recommend",2
2020-04-14,"Arizona","blocked",-1
2020-04-14,"Arizona","poor",-2
2020-04-14,"Arizona","dear",2
2020-04-15,"Arizona","free",1
2020-04-17,"Arizona","shit",-4
2020-04-17,"Arizona","hiding",-1
2020-04-17,"Arizona","tense",-2
2020-04-17,"Arizona","reached",1
2020-04-17,"Arizona","trust",1
2020-04-17,"Arizona","flu",-2
2020-04-17,"Arizona","tense",-2
2020-04-17,"Arizona","flu",-2
2020-04-28,"Arizona","affected",-1
2020-04-28,"Arizona","infected",-2
2020-04-28,"Arizona","increase",1
2020-04-28,"Arizona","chance",2
2020-04-28,"Arizona","exposing",-1
2020-05-05,"Arizona","exposes",-1
2020-05-05,"Arizona","growing",1
2020-05-05,"Arizona","top",2
2020-05-05,"Arizona","darkest",-2
2020-05-05,"Arizona","fails",-2
2020-05-25,"Arizona","emergency",-2
2020-05-25,"Arizona","emergency",-2
2020-05-25,"Arizona","agree",1
2020-05-25,"Arizona","admit",-1
2020-05-25,"Arizona","lol",3
2020-05-25,"Arizona","hated",-3
2020-05-25,"Arizona","pay",-1
2020-05-26,"Arizona","died",-3
2020-05-26,"Arizona","killed",-3
2020-05-29,"Arizona","fake",-3
2020-05-29,"Arizona","fake",-3
2020-05-29,"Arizona","fake",-3
2020-05-29,"Arizona","sick",-2
2020-05-29,"Arizona","sick",-2
2020-05-29,"Arizona","die",-3
2020-05-29,"Arizona","wrong",-2
2020-05-29,"Arizona","worry",-3
2020-05-29,"Arizona","hurting",-2
2020-06-01,"Arizona","ass",-4
2020-06-01,"Arizona","died",-3
2020-06-01,"Arizona","infected",-2
2020-06-01,"Arizona","growing",1
2020-06-14,"Arizona","ruined",-2
2020-06-14,"Arizona","killed",-3
2020-06-15,"Arizona","killed",-3
2020-06-17,"Arizona","benefits",2
2020-06-17,"Arizona","stalled",-2
2020-06-26,"Arizona","fucking",-4
2020-06-26,"Arizona","stop",-1
2020-06-26,"Arizona","shit",-4
2020-06-26,"Arizona","shit",-4
2020-06-26,"Arizona","crisis",-3
2020-06-29,"Arizona","idiot",-3
2020-07-01,"Arizona","cute",2
2020-07-01,"Arizona","irresistible",2
2020-07-01,"Arizona","trouble",-2
2020-07-01,"Arizona","gain",2
2020-07-04,"Arizona","yeah",1
2020-07-04,"Arizona","amazing",4
2020-07-04,"Arizona","hoax",-2
2020-07-04,"Arizona","pretty",1
2020-07-07,"Arizona","demand",-1
2020-07-08,"Arizona","fraud",-4
2020-07-08,"Arizona","hoax",-2
2020-07-08,"Arizona","illegal",-3
2020-07-08,"Arizona","responsible",2
2020-07-08,"Arizona","preventing",-1
2020-07-08,"Arizona","positive",2
2020-07-08,"Arizona","feeling",1
2020-07-08,"Arizona","fraud",-4
2020-07-08,"Arizona","hoax",-2
2020-07-08,"Arizona","illegal",-3
2020-07-19,"Arizona","true",2
2020-07-19,"Arizona","disruption",-2
2020-07-19,"Arizona","biased",-2
2020-07-19,"Arizona","doubt",-1
2020-07-23,"Arizona","favored",2
2020-07-23,"Arizona","top",2
2020-07-23,"Arizona","saved",2
2020-07-23,"Arizona","prevent",-1
2020-07-23,"Arizona","panic",-3
2020-07-30,"Arizona","denied",-2
2020-07-30,"Arizona","responsible",2
2020-07-30,"Arizona","hoax",-2
2020-07-30,"Arizona","recession",-2
2020-07-30,"Arizona","worse",-3
2020-08-03,"Arizona","wealth",3
2020-08-03,"Arizona","distracted",-2
2020-08-20,"Arizona","fun",4
2020-08-20,"Arizona","breakthrough",3
2020-08-20,"Arizona","sunshine",2
2020-08-25,"Arizona","danger",-2
2020-08-28,"Arizona","criminal",-3
2020-08-28,"Arizona","suffer",-2
2020-08-28,"Arizona","cancer",-1
2020-08-28,"Arizona","struggling",-2
2020-08-28,"Arizona","alive",1
2020-08-28,"Arizona","pay",-1
2020-08-28,"Arizona","lost",-3
2020-08-28,"Arizona","hell",-4
2020-09-02,"Arizona","won",3
2020-09-02,"Arizona","risk",-2
2020-09-04,"Arizona","idiot",-3
2020-09-04,"Arizona","disrespect",-2
2020-09-11,"Arizona","stopped",-1
2020-09-11,"Arizona","hate",-3
2020-09-11,"Arizona","fight",-1
2020-09-11,"Arizona","hate",-3
2020-09-11,"Arizona","kills",-3
2020-09-17,"Arizona","positive",2
2020-09-17,"Arizona","postponed",-1
2020-09-17,"Arizona","negative",-2
2020-09-18,"Arizona","kill",-3
2020-09-18,"Arizona","hard",-1
2020-09-23,"Arizona","ass",-4
2020-09-23,"Arizona","yeah",1
2020-09-24,"Arizona","misinformation",-2
2020-09-25,"Arizona","hope",2
2020-09-25,"Arizona","worried",-3
2020-09-26,"Arizona","criminal",-3
2020-09-26,"Arizona","racism",-3
2020-09-26,"Arizona","violence",-3
2020-09-26,"Arizona","worst",-3
2020-10-01,"Arizona","arrested",-3
2020-10-01,"Arizona","threatening",-2
2020-10-01,"Arizona","kill",-3
2020-10-01,"Arizona","supporters",1
2020-10-01,"Arizona","sick",-2
2020-10-01,"Arizona","winning",4
2020-10-01,"Arizona","warns",-2
2020-10-01,"Arizona","victims",-3
2020-10-08,"Arizona","positive",2
2020-10-18,"Arizona","lost",-3
2020-10-18,"Arizona","support",2
2020-02-09,"Arkansas","immune",1
2020-02-09,"Arkansas","stop",-1
2020-03-13,"Arkansas","failure",-2
2020-03-13,"Arkansas","died",-3
2020-03-13,"Arkansas","manipulating",-1
2020-07-01,"Arkansas","destroy",-3
2020-07-15,"Arkansas","positive",2
2020-07-15,"Arkansas","death",-2
2020-07-15,"Arkansas","wasting",-2
2020-07-15,"Arkansas","combat",-1
2020-08-04,"Arkansas","bad",-3
2020-08-04,"Arkansas","bitch",-5
2020-08-04,"Arkansas","worse",-3
2020-08-04,"Arkansas","worry",-3
2020-02-01,"California","hero",2
2020-02-02,"California","bad",-3
2020-02-02,"California","hard",-1
2020-02-02,"California","united",1
2020-02-02,"California","resolve",2
2020-02-02,"California","crisis",-3
2020-02-02,"California","suffering",-2
2020-02-02,"California","wrong",-2
2020-02-02,"California","stall",-2
2020-02-04,"California","confidence",2
2020-02-06,"California","poor",-2
2020-02-07,"California","screamed",-2
2020-02-07,"California","killed",-3
2020-02-07,"California","laughed",1
2020-02-07,"California","hard",-1
2020-02-07,"California","save",2
2020-02-07,"California","ass",-4
2020-02-07,"California","stupid",-2
2020-02-07,"California","won",3
2020-02-07,"California","lost",-3
2020-02-08,"California","hate",-3
2020-02-08,"California","stop",-1
2020-02-08,"California","matters",1
2020-02-08,"California","destroyed",-3
2020-02-08,"California","hoax",-2
2020-02-10,"California","protect",1
2020-02-11,"California","pay",-1
2020-02-12,"California","devastating",-2
2020-02-12,"California","damage",-3
2020-02-12,"California","badly",-3
2020-02-13,"California","worth",2
2020-02-13,"California","criticizes",-2
2020-02-13,"California","lucky",3
2020-02-14,"California","disaster",-2
2020-02-14,"California","failure",-2
2020-02-14,"California","death",-2
2020-02-14,"California","suffering",-2
2020-02-14,"California","death",-2
2020-02-14,"California","admits",-1
2020-02-14,"California","wrong",-2
2020-02-14,"California","infected",-2
2020-02-14,"California","popular",3
2020-02-14,"California","admits",-1
2020-02-14,"California","wrong",-2
2020-02-14,"California","infected",-2
2020-02-14,"California","failed",-2
2020-02-14,"California","popular",3
2020-02-15,"California","risk",-2
2020-02-15,"California","hug",2
2020-02-15,"California","affected",-1
2020-02-17,"California","enjoy",2
2020-02-17,"California","misery",-2
2020-02-18,"California","denier",-2
2020-02-18,"California","sunshine",2
2020-02-18,"California","wrong",-2
2020-02-19,"California","struggling",-2
2020-02-19,"California","devastated",-2
2020-02-19,"California","funeral",-1
2020-02-22,"California","crisis",-3
2020-02-22,"California","threaten",-2
2020-02-22,"California","natural",1
2020-02-22,"California","threats",-2
2020-02-22,"California","drop",-1
2020-02-22,"California","pseudoscience",-3
2020-02-22,"California","crisis",-3
2020-02-22,"California","threaten",-2
2020-02-22,"California","natural",1
2020-02-22,"California","threats",-2
2020-02-22,"California","drop",-1
2020-02-26,"California","proud",2
2020-02-26,"California","affected",-1
2020-02-26,"California","fight",-1
2020-02-26,"California","support",2
2020-02-26,"California","helps",2
2020-02-26,"California","risk",-2
2020-02-26,"California","honor",2
2020-02-26,"California","join",1
2020-02-26,"California","emergency",-2
2020-02-26,"California","support",2
2020-02-26,"California","spirit",1
2020-02-26,"California","strong",2
2020-02-27,"California","forgotten",-1
2020-02-27,"California","care",2
2020-02-27,"California","hope",2
2020-02-27,"California","helps",2
2020-02-28,"California","collapse",-2
2020-02-28,"California","deficit",-2
2020-02-28,"California","disruption",-2
2020-02-28,"California","mess",-2
2020-02-28,"California","sad",-2
2020-02-28,"California","failed",-2
2020-03-01,"California","helping",2
2020-03-01,"California","stop",-1
2020-03-01,"California","safe",1
2020-03-02,"California","importance",2
2020-03-02,"California","attack",-1
2020-03-02,"California","attacks",-1
2020-03-02,"California","care",2
2020-03-02,"California","matter",1
2020-03-02,"California","kills",-3
2020-03-02,"California","win",4
2020-03-02,"California","battle",-1
2020-03-02,"California","war",-2
2020-03-02,"California","yeah",1
2020-03-02,"California","outraged",-3
2020-03-02,"California","greed",-3
2020-03-02,"California","suffering",-2
2020-03-02,"California","outraged",-3
2020-03-02,"California","greed",-3
2020-03-02,"California","suffering",-2
2020-03-02,"California","kills",-3
2020-03-02,"California","win",4
2020-03-02,"California","battle",-1
2020-03-02,"California","war",-2
2020-03-05,"California","protest",-2
2020-03-05,"California","enraged",-2
2020-03-05,"California","denounce",-2
2020-03-05,"California","ridiculous",-3
2020-03-05,"California","growth",2
2020-03-05,"California","crisis",-3
2020-03-05,"California","recession",-2
2020-03-05,"California","rejects",-1
2020-03-05,"California","broke",-1
2020-03-05,"California","fired",-2
2020-03-05,"California","accusation",-2
2020-03-05,"California","violated",-2
2020-03-05,"California","mandatory",-1
2020-03-05,"California","promised",1
2020-03-05,"California","clash",-2
2020-03-05,"California","suspended",-1
2020-03-05,"California","skeptic",-2
2020-03-05,"California","vague",-2
2020-03-05,"California","criticism",-2
2020-03-05,"California","attacked",-1
2020-03-05,"California","trust",1
2020-03-05,"California","racist",-3
2020-03-05,"California","protesters",-2
2020-03-05,"California","hates",-3
2020-03-05,"California","growth",2
2020-03-05,"California","growth",2
2020-03-05,"California","shaky",-2
2020-03-05,"California","blocks",-1
2020-03-05,"California","blocked",-1
2020-03-05,"California","stop",-1
2020-03-05,"California","protect",1
2020-03-05,"California","care",2
2020-03-05,"California","die",-3
2020-03-05,"California","sick",-2
2020-03-05,"California","misinformation",-2
2020-03-05,"California","united",1
2020-03-05,"California","crisis",-3
2020-03-05,"California","accuses",-2
2020-03-05,"California","growth",2
2020-03-05,"California","crisis",-3
2020-03-05,"California","recession",-2
2020-03-05,"California","frenzy",-3
2020-03-05,"California","struck",-1
2020-03-05,"California","flu",-2
2020-03-05,"California","care",2
2020-03-05,"California","attacked",-1
2020-03-05,"California","trust",1
2020-03-05,"California","racist",-3
2020-03-05,"California","protesters",-2
2020-03-05,"California","hates",-3
2020-03-05,"California","accuses",-2
2020-03-05,"California","stopped",-1
2020-03-05,"California","growing",1
2020-03-05,"California","imposed",-1
2020-03-05,"California","beautiful",3
2020-03-05,"California","growth",2
2020-03-05,"California","crisis",-3
2020-03-05,"California","recession",-2
2020-03-05,"California","frenzy",-3
2020-03-06,"California","awesome",4
2020-03-06,"California","stopping",-1
2020-03-08,"California","supporters",1
2020-03-08,"California","won",3
2020-03-08,"California","stop",-1
2020-03-08,"California","boring",-3
2020-03-08,"California","supporters",1
2020-03-08,"California","cancer",-1
2020-03-08,"California","survivor",2
2020-03-08,"California","cancer",-1
2020-03-08,"California","risk",-2
2020-03-08,"California","care",2
2020-03-08,"California","prevented",-1
2020-03-08,"California","fight",-1
2020-03-10,"California","infected",-2
2020-03-12,"California","yeah",1
2020-03-12,"California","indifference",-2
2020-03-12,"California","inaction",-2
2020-03-12,"California","crisis",-3
2020-03-13,"California","immune",1
2020-03-13,"California","stop",-1
2020-03-13,"California","fatigue",-2
2020-03-13,"California","fatigue",-2
2020-03-13,"California","drunk",-2
2020-03-13,"California","worth",2
2020-03-13,"California","death",-2
2020-03-15,"California","criminals",-3
2020-03-16,"California","worst",-3
2020-03-16,"California","lol",3
2020-03-16,"California","shared",1
2020-03-16,"California","challenge",-1
2020-03-16,"California","excellent",3
2020-03-16,"California","fucking",-4
2020-03-16,"California","crisis",-3
2020-03-17,"California","negative",-2
2020-03-17,"California","fight",-1
2020-03-17,"California","nice",3
2020-03-17,"California","positive",2
2020-03-17,"California","share",1
2020-03-17,"California","rich",2
2020-03-17,"California","unemployment",-2
2020-03-17,"California","fraud",-4
2020-03-17,"California","arrested",-3
2020-03-17,"California","prison",-2
2020-03-17,"California","moron",-3
2020-03-19,"California","prisoners",-2
2020-03-20,"California","positive",2
2020-03-20,"California","relentless",-1
2020-03-20,"California","confident",2
2020-03-20,"California","joy",3
2020-03-20,"California","nice",3
2020-03-20,"California","care",2
2020-03-22,"California","stop",-1
2020-03-22,"California","stop",-1
2020-03-22,"California","responsible",2
2020-03-22,"California","death",-2
2020-03-22,"California","fake",-3
2020-03-22,"California","stopped",-1
2020-03-22,"California","trap",-1
2020-03-22,"California","shit",-4
2020-03-23,"California","died",-3
2020-03-23,"California","alive",1
2020-03-23,"California","stopping",-1
2020-03-25,"California","pay",-1
2020-03-25,"California","death",-2
2020-03-25,"California","protect",1
2020-03-27,"California","agree",1
2020-03-27,"California","hero",2
2020-03-27,"California","free",1
2020-03-27,"California","sick",-2
2020-03-27,"California","care",2
2020-03-27,"California","fuck",-4
2020-03-28,"California","highlight",2
2020-03-28,"California","riots",-2
2020-03-29,"California","hard",-1
2020-03-29,"California","pay",-1
2020-03-29,"California","safe",1
2020-04-01,"California","lmfao",4
2020-04-03,"California","ensure",1
2020-04-03,"California","chance",2
2020-04-03,"California","exposed",-1
2020-04-03,"California","hard",-1
2020-04-05,"California","healthy",2
2020-04-05,"California","healthy",2
2020-04-05,"California","healthy",2
2020-04-05,"California","healthy",2
2020-04-05,"California","safe",1
2020-04-05,"California","suspicious",-2
2020-04-07,"California","hell",-4
2020-04-10,"California","outreach",2
2020-04-10,"California","support",2
2020-04-10,"California","accomplish",2
2020-04-10,"California","anti",-1
2020-04-10,"California","responsible",2
2020-04-10,"California","significant",1
2020-04-10,"California","risk",-2
2020-04-10,"California","dubious",-2
2020-04-11,"California","active",1
2020-04-11,"California","active",1
2020-04-12,"California","damage",-3
2020-04-12,"California","damage",-3
2020-04-12,"California","racism",-3
2020-04-12,"California","solutions",1
2020-04-12,"California","improve",2
2020-04-13,"California","shit",-4
2020-04-13,"California","worth",2
2020-04-13,"California","horrible",-3
2020-04-13,"California","cutting",-1
2020-04-13,"California","safety",1
2020-04-14,"California","worrying",-3
2020-04-14,"California","alive",1
2020-04-18,"California","kill",-3
2020-04-18,"California","greedy",-2
2020-04-18,"California","greedy",-2
2020-04-18,"California","pay",-1
2020-04-18,"California","kill",-3
2020-04-19,"California","protect",1
2020-04-19,"California","easy",1
2020-04-19,"California","death",-2
2020-04-19,"California","death",-2
2020-04-20,"California","misinformation",-2
2020-04-20,"California","yeah",1
2020-04-20,"California","fuck",-4
2020-04-20,"California","happy",3
2020-04-21,"California","disappeared",-1
2020-04-21,"California","wins",4
2020-04-21,"California","leave",-1
2020-04-21,"California","united",1
2020-04-21,"California","stop",-1
2020-04-21,"California","optimism",2
2020-04-21,"California","fresh",1
2020-04-22,"California","hug",2
2020-04-22,"California","won",3
2020-04-23,"California","stop",-1
2020-04-23,"California","stop",-1
2020-04-24,"California","failing",-2
2020-04-24,"California","top",2
2020-04-24,"California","warns",-2
2020-04-24,"California","darkest",-2
2020-04-24,"California","failing",-2
2020-04-27,"California","awarded",3
2020-04-27,"California","lost",-3
2020-04-27,"California","risk",-2
2020-04-27,"California","safe",1
2020-04-27,"California","awarded",3
2020-04-27,"California","lost",-3
2020-04-29,"California","care",2
2020-04-29,"California","supporters",1
2020-04-29,"California","smart",1
2020-04-30,"California","fear",-2
2020-04-30,"California","free",1
2020-04-30,"California","trusted",2
2020-04-30,"California","threat",-2
2020-04-30,"California","die",-3
2020-04-30,"California","destruction",-3
2020-05-01,"California","stop",-1
2020-05-01,"California","threat",-2
2020-05-01,"California","blame",-2
2020-05-02,"California","complain",-2
2020-05-02,"California","damn",-4
2020-05-02,"California","asshole",-4
2020-05-03,"California","prison",-2
2020-05-03,"California","death",-2
2020-05-03,"California","prison",-2
2020-05-03,"California","death",-2
2020-05-03,"California","prison",-2
2020-05-03,"California","prison",-2
2020-05-03,"California","death",-2
2020-05-03,"California","prison",-2
2020-05-03,"California","death",-2
2020-05-05,"California","funny",4
2020-05-06,"California","care",2
2020-05-06,"California","protects",1
2020-05-06,"California","united",1
2020-05-07,"California","clean",2
2020-05-07,"California","cares",2
2020-05-07,"California","solving",1
2020-05-07,"California","justice",2
2020-05-07,"California","accusations",-2
2020-05-07,"California","scandal",-3
2020-05-07,"California","pay",-1
2020-05-07,"California","rape",-4
2020-05-07,"California","stop",-1
2020-05-07,"California","drop",-1
2020-05-07,"California","agreed",1
2020-05-07,"California","clean",2
2020-05-07,"California","grateful",3
2020-05-07,"California","laugh",1
2020-05-07,"California","hard",-1
2020-05-07,"California","helpful",2
2020-05-07,"California","bad",-3
2020-05-08,"California","shoot",-1
2020-05-08,"California","dead",-3
2020-05-08,"California","risk",-2
2020-05-08,"California","risk",-2
2020-05-09,"California","weird",-2
2020-05-09,"California","scream",-2
2020-05-09,"California","murder",-2
2020-05-09,"California","weird",-2
2020-05-11,"California","lawsuits",-2
2020-05-11,"California","positive",2
2020-05-11,"California","positive",2
2020-05-11,"California","cleared",1
2020-05-11,"California","negative",-2
2020-05-11,"California","deficit",-2
2020-05-11,"California","broke",-1
2020-05-11,"California","won",3
2020-05-11,"California","recession",-2
2020-05-11,"California","unemployment",-2
2020-05-11,"California","fear",-2
2020-05-11,"California","yeah",1
2020-05-11,"California","fucking",-4
2020-05-12,"California","disaster",-2
2020-05-12,"California","disaster",-2
2020-05-12,"California","died",-3
2020-05-12,"California","worse",-3
2020-05-12,"California","fire",-2
2020-05-12,"California","war",-2
2020-05-12,"California","disaster",-2
2020-05-12,"California","dear",2
2020-05-12,"California","won",3
2020-05-12,"California","prepared",1
2020-05-12,"California","died",-3
2020-05-12,"California","care",2
2020-05-12,"California","dear",2
2020-05-12,"California","distract",-2
2020-05-12,"California","failures",-2
2020-05-12,"California","dear",2
2020-05-12,"California","silly",-1
2020-05-12,"California","distraction",-2
2020-05-12,"California","failed",-2
2020-05-12,"California","failed",-2
2020-05-12,"California","failed",-2
2020-05-12,"California","worse",-3
2020-05-12,"California","reckless",-2
2020-05-12,"California","charged",-3
2020-05-12,"California","violence",-3
2020-05-12,"California","cancel",-1
2020-05-12,"California","cancel",-1
2020-05-12,"California","helping",2
2020-05-12,"California","reckless",-2
2020-05-12,"California","loose",-3
2020-05-12,"California","died",-3
2020-05-12,"California","helping",2
2020-05-12,"California","dear",2
2020-05-12,"California","cancel",-1
2020-05-12,"California","conspiracy",-3
2020-05-12,"California","danger",-2
2020-05-12,"California","dear",2
2020-05-12,"California","won",3
2020-05-12,"California","prepared",1
2020-05-12,"California","protect",1
2020-05-12,"California","safe",1
2020-05-12,"California","worthless",-2
2020-05-12,"California","catastrophe",-3
2020-05-12,"California","lied",-2
2020-05-12,"California","failed",-2
2020-05-12,"California","haha",3
2020-05-12,"California","shared",1
2020-05-12,"California","inspirational",2
2020-05-12,"California","helping",2
2020-05-12,"California","reckless",-2
2020-05-12,"California","loose",-3
2020-05-12,"California","died",-3
2020-05-12,"California","helping",2
2020-05-12,"California","support",2
2020-05-12,"California","promoting",1
2020-05-12,"California","care",2
2020-05-13,"California","threatening",-2
2020-05-13,"California","sympathy",2
2020-05-14,"California","stupid",-2
2020-05-14,"California","blaming",-2
2020-05-14,"California","worse",-3
2020-05-17,"California","disaster",-2
2020-05-17,"California","worse",-3
2020-05-17,"California","apocalyptic",-2
2020-05-17,"California","kills",-3
2020-05-17,"California","broke",-1
2020-05-17,"California","starve",-2
2020-05-18,"California","safety",1
2020-05-18,"California","free",1
2020-05-18,"California","prevent",-1
2020-05-18,"California","happy",3
2020-05-21,"California","lol",3
2020-05-21,"California","creative",2
2020-05-21,"California","destroyed",-3
2020-05-21,"California","crisis",-3
2020-05-21,"California","dead",-3
2020-05-21,"California","attack",-1
2020-05-21,"California","nervous",-2
2020-05-21,"California","lol",3
2020-05-21,"California","super",3
2020-05-21,"California","lol",3
2020-05-21,"California","stops",-1
2020-05-21,"California","super",3
2020-05-21,"California","winning",4
2020-05-21,"California","war",-2
2020-05-21,"California","trust",1
2020-05-21,"California","super",3
2020-05-21,"California","win",4
2020-05-21,"California","kill",-3
2020-05-21,"California","revenge",-2
2020-05-21,"California","worst",-3
2020-05-21,"California","fascist",-2
2020-05-21,"California","murderer",-2
2020-05-21,"California","stupid",-2
2020-05-21,"California","intelligent",2
2020-05-21,"California","lol",3
2020-05-21,"California","failed",-2
2020-05-21,"California","wrong",-2
2020-05-21,"California","stopped",-1
2020-05-21,"California","stop",-1
2020-05-21,"California","glad",3
2020-05-22,"California","demand",-1
2020-05-23,"California","hard",-1
2020-05-23,"California","lucky",3
2020-05-23,"California","optimistic",2
2020-05-23,"California","funeral",-1
2020-05-23,"California","glad",3
2020-05-23,"California","won",3
2020-05-23,"California","save",2
2020-05-23,"California","god",1
2020-05-23,"California","exonerated",2
2020-05-23,"California","weird",-2
2020-05-23,"California","reject",-1
2020-05-23,"California","increase",1
2020-05-23,"California","die",-3
2020-05-23,"California","attacks",-1
2020-05-23,"California","suffer",-2
2020-05-23,"California","failures",-2
2020-05-23,"California","rejected",-1
2020-05-23,"California","infected",-2
2020-05-23,"California","rejected",-1
2020-05-23,"California","emergency",-2
2020-05-23,"California","yeah",1
2020-05-23,"California","fascist",-2
2020-05-23,"California","freedom",2
2020-05-23,"California","straight",1
2020-05-23,"California","stop",-1
2020-05-23,"California","destroy",-3
2020-05-23,"California","free",1
2020-05-23,"California","freedom",2
2020-05-23,"California","freedom",2
2020-05-23,"California","super",3
2020-05-23,"California","denied",-2
2020-05-23,"California","care",2
2020-05-23,"California","free",1
2020-05-23,"California","sadly",-2
2020-05-23,"California","sick",-2
2020-05-23,"California","won",3
2020-05-23,"California","revenge",-2
2020-05-23,"California","weird",-2
2020-05-23,"California","reject",-1
2020-05-23,"California","warning",-3
2020-05-23,"California","warning",-3
2020-05-23,"California","glad",3
2020-05-25,"California","care",2
2020-05-25,"California","care",2
2020-05-25,"California","saved",2
2020-05-25,"California","illegal",-3
2020-05-25,"California","wrong",-2
2020-05-25,"California","warned",-2
2020-05-25,"California","fraud",-4
2020-05-25,"California","stop",-1
2020-05-25,"California","died",-3
2020-05-25,"California","stop",-1
2020-05-26,"California","loss",-3
2020-05-26,"California","justice",2
2020-05-26,"California","blind",-1
2020-05-28,"California","attacking",-1
2020-05-28,"California","inviting",1
2020-05-28,"California","praising",3
2020-05-28,"California","racist",-3
2020-05-28,"California","rich",2
2020-05-28,"California","huge",1
2020-05-28,"California","worsening",-3
2020-05-28,"California","debt",-2
2020-05-28,"California","worst",-3
2020-05-28,"California","wealth",3
2020-05-29,"California","united",1
2020-05-29,"California","sympathetic",2
2020-05-29,"California","fun",4
2020-05-29,"California","lol",3
2020-05-29,"California","empty",-1
2020-05-29,"California","forced",-1
2020-05-29,"California","boring",-3
2020-05-29,"California","hell",-4
2020-05-29,"California","clueless",-2
2020-05-29,"California","ignore",-1
2020-05-29,"California","worse",-3
2020-05-29,"California","blame",-2
2020-05-29,"California","adopt",1
